{'offset': -487609773.0, 'RTT': 153340816.0, 'smoothed_offset': -487609773.0, 'smoothed_RTT': 153340816.0, 'drop_rate': 0.0, 'current_system_time': (1589143488.0, 834543943.0), 'adjusted_system_time': (1589143488.0, 346934170.0), 'current_drift': -48024564.70599381, 'average_drift': -48024564.70599381, 'average_RTT': 153340816.0}
{'offset': 275819061.0, 'RTT': 157606125.0, 'smoothed_offset': -142446715.0, 'smoothed_RTT': 14384985.0, 'drop_rate': 3.0, 'current_system_time': (1589149879.0, 392940998.0), 'adjusted_system_time': (1589149879.0, 250494283.0), 'current_drift': 27153943.321463455, 'average_drift': 1179566.7086683186, 'average_RTT': 132741369.95737705}
{'offset': -18969768.5, 'RTT': 160650492.0, 'smoothed_offset': -142446715.0, 'smoothed_RTT': 14384985.0, 'drop_rate': 3.0, 'current_system_time': (1589149889.0, 609693765.0), 'adjusted_system_time': (1589149889.0, 467247050.0), 'current_drift': -1866983.6655572269, 'average_drift': 1174580.537843072, 'average_RTT': 132787047.73486088}
{'offset': -317547188.0, 'RTT': 152908086.0, 'smoothed_offset': -142446715.0, 'smoothed_RTT': 14384985.0, 'drop_rate': 3.0, 'current_system_time': (1589149899.0, 817560672.0), 'adjusted_system_time': (1589149899.0, 675113957.0), 'current_drift': -31276476.188912876, 'average_drift': 1121555.935348373, 'average_RTT': 132819925.24836601}
{'offset': -9962526.5, 'RTT': 146407127.0, 'smoothed_offset': -142446715.0, 'smoothed_RTT': 14384985.0, 'drop_rate': 3.0, 'current_system_time': (1589149910.0, 300635576.0), 'adjusted_system_time': (1589149910.0, 158188861.0), 'current_drift': -981877.2670267995, 'average_drift': 1118124.5598143188, 'average_RTT': 132842090.34094617}
{'offset': -242058099.0, 'RTT': 181560039.0, 'smoothed_offset': -142446715.0, 'smoothed_RTT': 14384985.0, 'drop_rate': 3.0, 'current_system_time': (1589149920.0, 537645101.0), 'adjusted_system_time': (1589149920.0, 395198386.0), 'current_drift': -23774166.04850411, 'average_drift': 1077583.3698984906, 'average_RTT': 132921435.53420195}
{'offset': 300425915.0, 'RTT': 158642053.0, 'smoothed_offset': -142446715.0, 'smoothed_RTT': 14384985.0, 'drop_rate': 3.0, 'current_system_time': (1589149930.0, 708897590.0), 'adjusted_system_time': (1589149930.0, 566450875.0), 'current_drift': 29573432.495466232, 'average_drift': 1123918.083923804, 'average_RTT': 132963257.67642276}
{'offset': -212790243.5, 'RTT': 19278527.0, 'smoothed_offset': -212790243.5, 'smoothed_RTT': 19278527.0, 'drop_rate': 3.0, 'current_system_time': (1589149940.0, 782576084.0), 'adjusted_system_time': (1589149940.0, 569785840.5), 'current_drift': -21238080.459243827, 'average_drift': 1087616.1382368437, 'average_RTT': 132778704.54220779}
{'offset': -719965264.5, 'RTT': 160068512.0, 'smoothed_offset': -212790243.5, 'smoothed_RTT': 19278527.0, 'drop_rate': 3.0, 'current_system_time': (1589149950.0, 996734380.0), 'adjusted_system_time': (1589149950.0, 783944136.5), 'current_drift': -70862245.03797913, 'average_drift': 971003.7214196379, 'average_RTT': 132822934.37601297}
{'offset': 755360762.0, 'RTT': 177417517.0, 'smoothed_offset': -212790243.5, 'smoothed_RTT': 19278527.0, 'drop_rate': 3.0, 'current_system_time': (1589149961.0, 229126691.0), 'adjusted_system_time': (1589149961.0, 16336447.5), 'current_drift': 74219295.88112819, 'average_drift': 1089528.4660146355, 'average_RTT': 132895093.894822}
{'offset': 410458107.0, 'RTT': 161368370.0, 'smoothed_offset': -212790243.5, 'smoothed_RTT': 19278527.0, 'drop_rate': 3.0, 'current_system_time': (1589149971.0, 443740606.0), 'adjusted_system_time': (1589149971.0, 230950362.5), 'current_drift': 40393979.63485109, 'average_drift': 1153025.1561096865, 'average_RTT': 132941092.7253635}
{'offset': -88101790.0, 'RTT': 15482425.0, 'smoothed_offset': -88101790.0, 'smoothed_RTT': 15482425.0, 'drop_rate': 3.0, 'current_system_time': (1589149981.0, 510472536.0), 'adjusted_system_time': (1589149981.0, 422370746.0), 'current_drift': -8796559.792275807, 'average_drift': 1136977.4384510003, 'average_RTT': 132751643.26129033}
{'offset': -623613339.5, 'RTT': 161626816.0, 'smoothed_offset': -88101790.0, 'smoothed_RTT': 15482425.0, 'drop_rate': 3.0, 'current_system_time': (1589149991.0, 727011919.0), 'adjusted_system_time': (1589149991.0, 638910129.0), 'current_drift': -61369439.24353618, 'average_drift': 1036322.9832465119, 'average_RTT': 132798141.12399356}
{'offset': -854963043.5, 'RTT': 178668737.0, 'smoothed_offset': -88101790.0, 'smoothed_RTT': 15482425.0, 'drop_rate': 3.0, 'current_system_time': (1589150001.0, 958899974.0), 'adjusted_system_time': (1589150001.0, 870798184.0), 'current_drift': -83995566.17774229, 'average_drift': 899615.7659458868, 'average_RTT': 132871888.06270097}
{'offset': 534223775.5, 'RTT': 159131050.0, 'smoothed_offset': -88101790.0, 'smoothed_RTT': 15482425.0, 'drop_rate': 3.0, 'current_system_time': (1589150012.0, 171936988.0), 'adjusted_system_time': (1589150012.0, 83835198.0), 'current_drift': 52585577.730095334, 'average_drift': 982578.7867551156, 'average_RTT': 132914037.60032102}
{'offset': 75380011.0, 'RTT': 23096323.0, 'smoothed_offset': -88101790.0, 'smoothed_RTT': 15482425.0, 'drop_rate': 3.0, 'current_system_time': (1589150022.0, 257172107.0), 'adjusted_system_time': (1589150022.0, 169070317.0), 'current_drift': 7520631.207247353, 'average_drift': 993056.4348648789, 'average_RTT': 132738047.67307693}
{'offset': 528983114.5, 'RTT': 160968065.0, 'smoothed_offset': -88101790.0, 'smoothed_RTT': 15482425.0, 'drop_rate': 3.0, 'current_system_time': (1589150032.0, 473743677.0), 'adjusted_system_time': (1589150032.0, 385641887.0), 'current_drift': 52060306.765662484, 'average_drift': 1074764.035394155, 'average_RTT': 132783215.7008}
{'offset': 190503476.5, 'RTT': 177871943.0, 'smoothed_offset': -88101790.0, 'smoothed_RTT': 15482425.0, 'drop_rate': 3.0, 'current_system_time': (1589150042.0, 668844938.0), 'adjusted_system_time': (1589150042.0, 580743148.0), 'current_drift': 18717417.311486408, 'average_drift': 1102947.1875923853, 'average_RTT': 132855242.42172524}
{'offset': -264577307.0, 'RTT': 155963421.0, 'smoothed_offset': 75380011.0, 'smoothed_RTT': 23096323.0, 'drop_rate': 3.0, 'current_system_time': (1589150052.0, 832805633.0), 'adjusted_system_time': (1589150052.0, 908185644.0), 'current_drift': -26051423.782496117, 'average_drift': 1059638.7809415264, 'average_RTT': 132892097.57097289}
{'offset': 816973279.5, 'RTT': 155637503.0, 'smoothed_offset': 75380011.0, 'smoothed_RTT': 23096323.0, 'drop_rate': 3.0, 'current_system_time': (1589150063.0, 249490022.0), 'adjusted_system_time': (1589150063.0, 324870033.0), 'current_drift': 80445297.42802106, 'average_drift': 1186049.0654113984, 'average_RTT': 132928316.36942676}
{'offset': 375670541.5, 'RTT': 171954393.0, 'smoothed_offset': 75380011.0, 'smoothed_RTT': 23096323.0, 'drop_rate': 3.0, 'current_system_time': (1589150073.0, 434178113.0), 'adjusted_system_time': (1589150073.0, 509558124.0), 'current_drift': 36931992.31787, 'average_drift': 1242878.8639049733, 'average_RTT': 132990361.0063593}
{'offset': 115329129.0, 'RTT': 149334908.0, 'smoothed_offset': 75380011.0, 'smoothed_RTT': 23096323.0, 'drop_rate': 3.0, 'current_system_time': (1589150083.0, 637748003.0), 'adjusted_system_time': (1589150083.0, 713128014.0), 'current_drift': 11363220.353394214, 'average_drift': 1258942.8980152737, 'average_RTT': 133016304.73174603}
{'offset': -227514820.5, 'RTT': 153312206.0, 'smoothed_offset': 115329129.0, 'smoothed_RTT': 149334908.0, 'drop_rate': 3.0, 'current_system_time': (1589150093.0, 846178770.0), 'adjusted_system_time': (1589150093.0, 961507899.0), 'current_drift': -22407940.963890813, 'average_drift': 1221435.950532063, 'average_RTT': 133048469.39302695}
{'offset': 165518009.0, 'RTT': 151878833.0, 'smoothed_offset': 115329129.0, 'smoothed_RTT': 149334908.0, 'drop_rate': 3.0, 'current_system_time': (1589150104.0, 51352500.0), 'adjusted_system_time': (1589150104.0, 166681629.0), 'current_drift': 16304174.992904982, 'average_drift': 1245301.043953539, 'average_RTT': 133078264.2721519}
{'offset': -157199038.5, 'RTT': 149657488.0, 'smoothed_offset': 115329129.0, 'smoothed_RTT': 149334908.0, 'drop_rate': 3.0, 'current_system_time': (1589150114.0, 255748033.0), 'adjusted_system_time': (1589150114.0, 371077162.0), 'current_drift': -15488112.646742744, 'average_drift': 1218865.9512352196, 'average_RTT': 133104455.77883096}
{'offset': 417905752.0, 'RTT': 155159950.0, 'smoothed_offset': 115329129.0, 'smoothed_RTT': 149334908.0, 'drop_rate': 3.0, 'current_system_time': (1589150124.0, 429078102.0), 'adjusted_system_time': (1589150124.0, 544407231.0), 'current_drift': 41152060.042146355, 'average_drift': 1281852.061788707, 'average_RTT': 133139243.62460569}
{'offset': 92484703.5, 'RTT': 156145573.0, 'smoothed_offset': 115329129.0, 'smoothed_RTT': 149334908.0, 'drop_rate': 3.0, 'current_system_time': (1589150134.0, 637246370.0), 'adjusted_system_time': (1589150134.0, 752575499.0), 'current_drift': 9106279.82193063, 'average_drift': 1294173.9952692457, 'average_RTT': 133175474.06456693}
{'offset': -198221280.5, 'RTT': 152377605.0, 'smoothed_offset': 115329129.0, 'smoothed_RTT': 149334908.0, 'drop_rate': 3.0, 'current_system_time': (1589150144.0, 846957206.0), 'adjusted_system_time': (1589150144.0, 962286335.0), 'current_drift': -19524616.618118785, 'average_drift': 1261440.0477639185, 'average_RTT': 133205666.09433962}
{'offset': 166924804.5, 'RTT': 156983614.0, 'smoothed_offset': -157199038.5, 'smoothed_RTT': 149657488.0, 'drop_rate': 3.0, 'current_system_time': (1589150155.0, 59450387.0), 'adjusted_system_time': (1589150155.0, -97748651.5), 'current_drift': 16434485.950131612, 'average_drift': 1285259.586072188, 'average_RTT': 133242994.11302982}
{'offset': 755048154.5, 'RTT': 153573751.0, 'smoothed_offset': -157199038.5, 'smoothed_RTT': 149657488.0, 'drop_rate': 3.0, 'current_system_time': (1589150165.0, 222682952.0), 'adjusted_system_time': (1589150165.0, 65483913.5), 'current_drift': 74362798.06660558, 'average_drift': 1399801.1824366606, 'average_RTT': 133274860.5031348}
{'offset': 413178217.0, 'RTT': 163225889.0, 'smoothed_offset': -157199038.5, 'smoothed_RTT': 149657488.0, 'drop_rate': 3.0, 'current_system_time': (1589150175.0, 442999839.0), 'adjusted_system_time': (1589150175.0, 285800800.5), 'current_drift': 40654239.26542818, 'average_drift': 1461232.2279499492, 'average_RTT': 133321732.22222222}
{'offset': 142726219.0, 'RTT': 151276350.0, 'smoothed_offset': 142726219.0, 'smoothed_RTT': 151276350.0, 'drop_rate': 3.0, 'current_system_time': (1589150185.0, 645820379.0), 'adjusted_system_time': (1589150185.0, 788546598.0), 'current_drift': 14059928.434516514, 'average_drift': 1480917.6907727097, 'average_RTT': 133349786.3125}
{'offset': -337850864.5, 'RTT': 154739380.0, 'smoothed_offset': 142726219.0, 'smoothed_RTT': 151276350.0, 'drop_rate': 3.0, 'current_system_time': (1589150195.0, 809958219.0), 'adjusted_system_time': (1589150195.0, 952684438.0), 'current_drift': -33270264.440799464, 'average_drift': 1426703.6780869495, 'average_RTT': 133383155.41341653}
{'offset': 69954899.5, 'RTT': 155045509.0, 'smoothed_offset': 142726219.0, 'smoothed_RTT': 151276350.0, 'drop_rate': 3.0, 'current_system_time': (1589150206.0, 19000053.0), 'adjusted_system_time': (1589150206.0, 161726272.0), 'current_drift': 6888683.998314123, 'average_drift': 1435211.4355950917, 'average_RTT': 133416897.39719626}
{'offset': -162983373.0, 'RTT': 156558513.0, 'smoothed_offset': 142726219.0, 'smoothed_RTT': 151276350.0, 'drop_rate': 3.0, 'current_system_time': (1589150216.0, 263630390.0), 'adjusted_system_time': (1589150216.0, 406356609.0), 'current_drift': -16047106.191667937, 'average_drift': 1408022.761213656, 'average_RTT': 133452887.46811819}
{'offset': -378120282.0, 'RTT': 148922681.0, 'smoothed_offset': -378120282.0, 'smoothed_RTT': 148922681.0, 'drop_rate': 3.0, 'current_system_time': (1589150226.0, 492551565.0), 'adjusted_system_time': (1589150226.0, 114431283.0), 'current_drift': -37257184.22388679, 'average_drift': 1347983.6199324443, 'average_RTT': 133476908.88664596}
{'offset': 288423945.5, 'RTT': 150052547.0, 'smoothed_offset': -378120282.0, 'smoothed_RTT': 148922681.0, 'drop_rate': 3.0, 'current_system_time': (1589150236.0, 699850797.0), 'adjusted_system_time': (1589150236.0, 321730515.0), 'current_drift': 28416005.15509134, 'average_drift': 1389949.5447931555, 'average_RTT': 133502607.55038759}
{'offset': -30530286.0, 'RTT': 147148132.0, 'smoothed_offset': -30530286.0, 'smoothed_RTT': 147148132.0, 'drop_rate': 3.0, 'current_system_time': (1589150246.0, 900369644.0), 'adjusted_system_time': (1589150246.0, 869839358.0), 'current_drift': -3008755.3273929087, 'average_drift': 1383140.4041241368, 'average_RTT': 133523730.65325077}
{'offset': 364993151.5, 'RTT': 155093909.0, 'smoothed_offset': -30530286.0, 'smoothed_RTT': 147148132.0, 'drop_rate': 3.0, 'current_system_time': (1589150257.0, 105827093.0), 'adjusted_system_time': (1589150257.0, 75296807.0), 'current_drift': 35941878.50656143, 'average_drift': 1436554.2188110568, 'average_RTT': 133557069.41421947}
timeout: 19
{'offset': 56972177.5, 'RTT': 155557633.0, 'smoothed_offset': -30530286.0, 'smoothed_RTT': 147148132.0, 'drop_rate': 3.0, 'current_system_time': (1589150277.0, 324697256.0), 'adjusted_system_time': (1589150277.0, 294166970.0), 'current_drift': 2804975.342509584, 'average_drift': 1438665.979804419, 'average_RTT': 133591020.90123457}
{'offset': -239775022.0, 'RTT': 148785114.0, 'smoothed_offset': -30530286.0, 'smoothed_RTT': 147148132.0, 'drop_rate': 3.0, 'current_system_time': (1589150287.0, 529527902.0), 'adjusted_system_time': (1589150287.0, 498997616.0), 'current_drift': -23625982.746371903, 'average_drift': 1400045.565742514, 'average_RTT': 133614432.4468413}
{'offset': -542547485.5, 'RTT': 160149813.0, 'smoothed_offset': -30530286.0, 'smoothed_RTT': 147148132.0, 'drop_rate': 3.0, 'current_system_time': (1589150297.0, 748892784.0), 'adjusted_system_time': (1589150297.0, 718362498.0), 'current_drift': -53399555.66460307, 'average_drift': 1315738.4869265975, 'average_RTT': 133655256.10923077}
{'offset': -37946595.5, 'RTT': 14791727.0, 'smoothed_offset': -37946595.5, 'smoothed_RTT': 14791727.0, 'drop_rate': 3.0, 'current_system_time': (1589150307.0, 825949668.0), 'adjusted_system_time': (1589150307.0, 788003072.5), 'current_drift': -3789054.8834575876, 'average_drift': 1307897.0224559614, 'average_RTT': 133472670.04301076}
timeout: 20
{'offset': 68688033.0, 'RTT': 14343977.0, 'smoothed_offset': 68688033.0, 'smoothed_RTT': 14343977.0, 'drop_rate': 3.0, 'current_system_time': (1589150327.0, 947532892.0), 'adjusted_system_time': (1589150328.0, 16220925.0), 'current_drift': 3429482.4083213136, 'average_drift': 1311150.9877717057, 'average_RTT': 133289957.32361963}
{'offset': 513170630.5, 'RTT': 149916410.0, 'smoothed_offset': 68688033.0, 'smoothed_RTT': 14343977.0, 'drop_rate': 3.0, 'current_system_time': (1589150338.0, 147365570.0), 'adjusted_system_time': (1589150338.0, 216053603.0), 'current_drift': 50559099.185724236, 'average_drift': 1386568.9788864877, 'average_RTT': 133315418.96630934}
{'offset': 207037399.5, 'RTT': 161996365.0, 'smoothed_offset': 68688033.0, 'smoothed_RTT': 14343977.0, 'drop_rate': 3.0, 'current_system_time': (1589150348.0, 364600419.0), 'adjusted_system_time': (1589150348.0, 433288452.0), 'current_drift': 20373693.520800624, 'average_drift': 1415601.2794092922, 'average_RTT': 133359273.6238532}
timeout: 21
{'offset': -663121093.0, 'RTT': 20859480.0, 'smoothed_offset': 68688033.0, 'smoothed_RTT': 14343977.0, 'drop_rate': 3.0, 'current_system_time': (1589150368.0, 946158647.0), 'adjusted_system_time': (1589150369.0, 14846680.0), 'current_drift': -33087036.811736632, 'average_drift': 1362925.4960640313, 'average_RTT': 133187518.21374045}
{'offset': 397978366.5, 'RTT': 156939029.0, 'smoothed_offset': 68688033.0, 'smoothed_RTT': 14343977.0, 'drop_rate': 3.0, 'current_system_time': (1589150379.0, 118959665.0), 'adjusted_system_time': (1589150379.0, 187647698.0), 'current_drift': 39182903.9599131, 'average_drift': 1420577.902258923, 'average_RTT': 133223724.78506097}
{'offset': -121092536.0, 'RTT': 19263267.0, 'smoothed_offset': 68688033.0, 'smoothed_RTT': 14343977.0, 'drop_rate': 3.0, 'current_system_time': (1589150389.0, 192296028.0), 'adjusted_system_time': (1589150389.0, 260984061.0), 'current_drift': -12085972.069307439, 'average_drift': 1400019.9875381219, 'average_RTT': 133050268.9893455}
{'offset': 427613138.0, 'RTT': 181428671.0, 'smoothed_offset': 68688033.0, 'smoothed_RTT': 14343977.0, 'drop_rate': 3.0, 'current_system_time': (1589150399.0, 428058624.0), 'adjusted_system_time': (1589150399.0, 496746657.0), 'current_drift': 41999325.61704041, 'average_drift': 1461721.0599233839, 'average_RTT': 133123792.39665653}
{'offset': 100941188.5, 'RTT': 147368431.0, 'smoothed_offset': -121092536.0, 'smoothed_RTT': 19263267.0, 'drop_rate': 3.0, 'current_system_time': (1589150409.0, 629302263.0), 'adjusted_system_time': (1589150409.0, 508209727.0), 'current_drift': 9947523.753215343, 'average_drift': 1474597.8470148738, 'average_RTT': 133145407.93323217}
{'offset': -220347907.0, 'RTT': 149658918.0, 'smoothed_offset': -121092536.0, 'smoothed_RTT': 19263267.0, 'drop_rate': 3.0, 'current_system_time': (1589150419.0, 834877252.0), 'adjusted_system_time': (1589150419.0, 713784716.0), 'current_drift': -21709882.940915592, 'average_drift': 1439469.8458210398, 'average_RTT': 133170428.4030303}
{'offset': -778365830.5, 'RTT': 17575740.0, 'smoothed_offset': -778365830.5, 'smoothed_RTT': 17575740.0, 'drop_rate': 3.0, 'current_system_time': (1589150429.0, 907286882.0), 'adjusted_system_time': (1589150429.0, 128921051.5), 'current_drift': -77700019.51589936, 'average_drift': 1319742.9330196474, 'average_RTT': 132995549.90317701}
{'offset': 314207455.5, 'RTT': 179535866.0, 'smoothed_offset': -778365830.5, 'smoothed_RTT': 17575740.0, 'drop_rate': 3.0, 'current_system_time': (1589150440.0, 95388174.0), 'adjusted_system_time': (1589150440.0, -682977656.5), 'current_drift': 30866579.737634573, 'average_drift': 1364375.617014534, 'average_RTT': 133065852.49546827}
{'offset': 14831486.0, 'RTT': 154613018.0, 'smoothed_offset': -778365830.5, 'smoothed_RTT': 17575740.0, 'drop_rate': 3.0, 'current_system_time': (1589150450.0, 304146528.0), 'adjusted_system_time': (1589150450.0, -474219302.5), 'current_drift': 1460566.3429723817, 'average_drift': 1364520.7010657524, 'average_RTT': 133098351.99095023}
{'offset': 582607561.5, 'RTT': 146639585.0, 'smoothed_offset': -778365830.5, 'smoothed_RTT': 17575740.0, 'drop_rate': 3.0, 'current_system_time': (1589150460.0, 472497224.0), 'adjusted_system_time': (1589150460.0, -305868606.5), 'current_drift': 57418769.694084875, 'average_drift': 1448939.7507540344, 'average_RTT': 133118745.41415663}
